scenario,stage,period,price,buy_volume_mwh,DKL_ICE_H,VAS_ST_H,VAS_CCGT_D,DKL_ST_H,VAS_GT_D,IND,COM,RESI,PV_C,PV_A,W_C,W_A
Baseline,IDA2,35,156.19,10.167487408875,52.5,143.15007123227102,131.59823793495048,12.469174037756968,-4.9034314386631195e-09,-81.70704546210284,-108.7910008350688,-151.85578455657839,0.0,0.0,1.3181747769375,1.3181747769375
Baseline,IDA2,36,156.19,10.167487708874999,52.5,143.1500707410044,131.59823709736332,12.4691720261674,3.553989236237953e-08,-81.70704543823659,-95.78667699546423,-164.8601083200492,0.0,0.0,1.3181747769375,1.3181747769375
Baseline,IDA2,37,156.19,8.630633028,52.5,195.0,109.19559150480151,12.411370522792613,-2.7594112994577813e-08,-80.00518165811607,-93.71938470272853,-197.64708140985542,0.0,0.0,1.13234514135,1.13234514135
Baseline,IDA2,38,156.19,8.630632528,52.5,195.0,109.19558843677451,12.411366061711504,1.5139920428453024e-09,-80.00518165811607,-81.99613215117037,-209.37033396141354,0.0,0.0,1.13234514135,1.13234514135
Baseline,IDA2,39,156.19,6.52968357655,52.5,195.0,116.70481697429041,9.993997457923246,-3.1663657029668e-08,-78.52181775639525,-73.58505638991369,-223.55368535461605,0.0,0.0,0.7308720421875,0.7308720421875
Baseline,IDA2,40,156.19,6.52968387655,52.5,195.0,116.70481733562308,9.993997735612304,2.9314631833088356e-08,-78.52181775639525,-65.54187885339806,-231.5968628911317,0.0,0.0,0.7308720421875,0.7308720421875
Baseline,IDA2,41,156.19,4.397230266,52.5,195.0,114.28107593701854,6.767379530837479,3.2143956163466214e-08,-77.18228913990613,-58.482148401834024,-233.9000102466348,0.0,0.0,0.5079922711875,0.5079922711875
Baseline,IDA2,42,156.19,4.397229966,52.5,195.0,114.28107629708094,6.767380509675509,-6.7564742689540935e-09,-77.18228913990615,-54.24576859824756,-238.1363900502213,0.0,0.0,0.5079922711875,0.5079922711875
Baseline,IDA2,43,156.19,3.0410047203499997,52.5,195.0,101.4821289708364,4.229791616645468,2.8681326202928403e-09,-76.39137900108348,-49.16108852449366,-229.27113312452286,0.0,0.0,0.805840709875,0.805840709875
Baseline,IDA2,44,156.19,3.0410047903499997,52.5,195.0,101.48212744362354,4.22978907995358,-3.22712212508236e-09,-76.39137899893053,-48.04785973846218,-230.38436190270724,0.0,0.0,0.805840709875,0.805840709875
Baseline,IDA2,45,156.19,2.12435261,52.5,195.0,77.18767865507286,2.4696654155119866,-5.848457829138454e-10,-75.89706024669604,-43.80407927221651,-209.38628887308747,0.0,0.0,0.965040561,0.965040561
Baseline,IDA2,46,156.19,2.12435272,52.5,195.0,77.18767950148512,2.469666458958188,-4.4330233928135954e-10,-75.89706023516459,-44.911747789225444,-208.2786203176099,0.0,0.0,0.965040561,0.965040561
Baseline,IDA2,47,156.19,1.1332881401249997,52.5,195.0,46.19019746781916,0.9056176770103082,-4.704467509997201e-09,-75.28976664371007,-41.01042908026526,-180.47636938252467,0.0,0.0,1.0903742531875003,1.0903742531875003
Baseline,IDA2,48,156.19,1.1332881201249996,52.5,195.0,46.19019606272891,0.9056160943783742,3.017717270514808e-09,-75.28976664371007,-43.35198739842191,-178.134811064368,0.0,0.0,1.0903742531875003,1.0903742531875003
Baseline,IDA3,1,171.787,7.021688793999999,52.5,195.0,5.972582845223998,4.8866586915469075,0.318405932996618,-72.81217889690627,-59.25222965526012,-137.23389508960108,0.0,0.0,5.310328181000001,5.310328181000001
Baseline,IDA3,2,171.787,7.021688983999999,52.5,195.0,5.972585104027694,4.8866605396590215,0.31840593807511897,-72.81217889474172,-59.45541820400142,-137.03070653501868,0.0,0.0,5.310328181000001,5.310328181000001
Baseline,IDA3,3,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-71.20833817780456,-56.58080871316403,-129.40408094089355,0.0,0.0,4.846615133030906,4.846615128831266
Baseline,IDA3,4,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-71.20833848843948,-57.04671880200086,-128.9381716688505,0.0,0.0,4.846614996745235,4.846614992545597
Baseline,IDA3,5,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-74.29822609846059,-55.174636067315745,-122.5310241737675,0.0,0.0,2.251945600933765,2.2519455786100773
Baseline,IDA3,6,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-74.29822754945862,-56.14869104807703,-121.55697271954735,0.0,0.0,2.251945589703338,2.2519455673796496
Baseline,IDA3,7,143.264,18.2327402475,52.5,140.08981423567238,8.403513990540619,6.875602374078688,0.7257580328194171,-70.52110619963403,-48.882479359379666,-102.11118572409744,0.0,0.0,6.460040555,6.460040555
Baseline,IDA3,8,143.264,18.2327396275,52.5,140.08981878068136,8.403513678368313,6.8756020732104375,0.7257579999499906,-70.52110616114415,-50.49676926757641,-100.49689573348954,0.0,0.0,6.460040555,6.460040555
Baseline,IDA3,9,143.264,14.211566820000002,52.5,138.6899577972602,6.540903518590286,5.351648315210234,0.5648962116055247,-71.89065751067236,-50.02951645833277,-93.46518007866112,0.0,0.0,5.8689749225,5.8689749225
Baseline,IDA3,10,143.264,14.211566820000002,52.5,138.6899577972602,6.54090351859028,5.3516483152102285,0.5648962116055243,-71.89065751067236,-52.64802176144647,-90.84667477554738,0.0,0.0,5.8689749225,5.8689749225
Baseline,IDA3,11,143.264,9.82090320825,52.5,147.2069575619061,4.612969802625594,3.7742480112391226,0.39839284340857406,-73.49501544195282,-56.66393859560854,-88.84079966511807,0.0,0.0,5.25359513175,5.25359513175
Baseline,IDA3,12,143.264,9.82090318825,52.5,147.20695754364723,4.612969721269282,3.7742479446748676,0.3983928363823471,-73.495015440877,-60.55071156084634,-84.95402669775041,0.0,0.0,5.25359513175,5.25359513175
Baseline,IDA3,13,171.787,3.2852912646499983,52.5,136.51083148528386,35.8257903919433,0.0333276470272368,0.0017959903973194403,-76.54456541189141,-70.53662866161406,-87.43760288554455,5.9899999605492635e-05,5.989999868497546e-05,4.823466078250001,4.823466078250001
Baseline,IDA3,14,171.787,3.2852912603499984,52.5,136.51083148528386,35.8257903919433,0.03332764702723662,0.0017959946973194211,-76.5445654086275,-75.76242566771093,-82.21180587271157,5.9899999605492635e-05,5.989999868497546e-05,4.823466078250001,4.823466078250001
Baseline,IDA3,15,156.17,9.723501899999999,52.5,140.0569704677567,30.188113176972607,1.6174483086217606e-08,-3.440380424990508e-08,-80.70009117712985,-81.26325215494666,-76.79086458764235,4.111401951921909,4.111401951921909,3.8931600146875005,3.8931600146875005
Baseline,IDA3,16,156.17,9.7235018,52.5,140.0569704677567,30.188113276972608,1.6174483086217606e-08,-3.440380424990508e-08,-80.70009121583715,-86.7452448877657,-71.30887193063299,4.111401949180403,4.111401949180403,3.8931600146875005,3.8931600146875005
Baseline,IDA3,17,143.264,23.808493833375,52.5,120.89580837458746,4.491536498346151,3.6748938506591537,0.3879054576822448,-83.58106553156969,-85.50517416560432,-61.32450210238615,21.08856335001756,21.08856335001756,3.141736714125,3.141736714125
Baseline,IDA3,18,143.264,23.808493173375,52.5,120.89580851216432,4.491536855247299,3.674893725064436,0.38790544879893774,-83.58106554164758,-90.09195714651202,-56.737719139182616,21.08856334890859,21.08856334890859,3.141736714125,3.141736714125
Baseline,IDA3,19,143.264,20.163257880874998,52.5,58.041527755424866,1.9361600613228598,1.5841309402456796,0.16721382228157833,-86.5737658361684,-72.49523115474643,-40.474830892995584,40.11251600069271,40.11251600069271,2.544882001625,2.544882001625
Baseline,IDA3,20,143.264,20.163257880874998,52.5,58.041527755424866,1.9361600613228598,1.5841309402456796,0.16721382228157833,-86.5737658361684,-75.2604673883998,-37.709594659342216,40.1125160006927,40.1125160006927,2.544882001625,2.544882001625
Baseline,IDA3,21,143.264,11.682352914,52.5,24.050764827101524,0.7043424253717081,0.5762802019798148,0.06082957594696403,-81.77896079419082,-67.80373199256641,-30.939917057143326,49.7260922057503,49.7260922057503,1.5891039759999999,1.5891039759999999
Baseline,IDA3,22,143.264,11.682352183999999,52.5,24.050764344372087,0.7043422439885951,0.5762800263027232,0.06082955573660431,-81.77896080170967,-69.40709447093143,-29.336554587856906,49.726092204049024,49.726092204049024,1.5891039759999999,1.5891039759999999
Baseline,IDA3,23,137.83,7.14356701525,51.593229564223634,10.366442121297345,0.3523886254087749,0.2883179935014786,0.030433567643762593,-77.92892015863522,-66.01199842774841,-26.345445594440818,52.99588510587472,52.99588510587472,0.8318915825000001,0.8318915825000001
Baseline,IDA3,24,137.83,7.14356659525,51.593229561111464,10.366441487607661,0.35238850437063274,0.28831790360555587,0.030433555379682453,-77.9289201870116,-66.68228828955857,-25.675155766260907,52.99588508687803,52.99588508687803,0.8318915825000001,0.8318915825000001
Baseline,IDA3,25,143.264,5.8302657315,52.5,13.71666610546839,0.3409376436687266,0.2789489629303161,0.02944461330756651,-76.18744963087755,-69.12896388231349,-26.29995475638865,51.75749007235235,51.75749007235235,0.61769542275,0.61769542275
Baseline,IDA3,26,143.264,5.8302653115,52.5,13.716665441882695,0.34093746843689354,0.2789488286925472,0.02944459636286334,-76.18744963087755,-68.85761240796252,-26.571306230739616,51.757490072352354,51.757490072352354,0.61769542275,0.61769542275
Baseline,IDA3,27,143.264,11.15926465025,52.5,31.197163208073828,0.8365246460238778,0.6844292838200499,0.0722453151322428,-78.43163590807362,-70.66527139076973,-28.44881513134992,45.59450508382164,45.59450508382164,0.53317478675,0.53317478675
Baseline,IDA3,28,143.264,11.15926465025,52.5,31.197163179357897,0.8365246085954885,0.6844292531968224,0.07224531189979105,-78.43163592826548,-69.18715835509619,-29.92692819253993,45.594505061675775,45.594505061675775,0.53317478675,0.53317478675
Baseline,IDA3,29,143.264,18.806471751625,52.5,70.82870328787533,2.3416845476966657,1.915923675388182,0.20223639128982707,-80.56733107490564,-78.75719142855269,-37.701182757984135,34.06456271397124,34.06456271397124,0.554015496625,0.554015496625
Baseline,IDA3,30,143.264,18.806472381625,52.5,70.82870368753775,2.3416847773609115,1.9159238905680152,0.2022364167833265,-80.56733107490564,-75.37728123957872,-41.08109294695813,34.06456271397124,34.06456271397124,0.554015496625,0.554015496625
Baseline,IDA3,31,143.264,26.324017715375,52.5,133.2553250500886,5.930691763253134,4.852384356978562,0.5121961208547201,-80.59840935425764,-94.4056456462293,-60.09839986821924,18.337027030640595,18.337027030640595,0.6889011831249999,0.6889011831249999
Baseline,IDA3,32,143.264,26.324015615375,52.5,133.2553246037477,5.930691422429735,4.8523842599412355,0.5121961050563356,-80.5984093776306,-87.79559479017902,-66.70845076907459,18.337027014729603,18.337027014729603,0.6889011831249999,0.6889011831249999
Baseline,IDA3,33,156.17,10.026725156962925,52.5,142.03960513441783,71.6171258285758,-2.4848098689744802e-08,-7.62053860276789e-09,-79.3631605054784,-103.17766880546785,-95.1385688384799,4.622620604075581,4.622620604075581,1.138713130375,1.138713130375
Baseline,IDA3,34,156.17,10.026725156962925,52.5,142.03960513441783,71.6171258285758,-2.4848098689744802e-08,-7.62053860276789e-09,-79.36316050547843,-93.04120853923554,-105.2750291047122,4.622620604075575,4.622620604075575,1.138713130375,1.138713130375
Baseline,IDA3,35,156.19,10.167487609624999,52.5,143.150071232275,131.59823793495724,2.3167380377697846,-4.901977874727076e-09,-79.28044665931168,-105.56004185365177,-147.34585444078658,0.0,0.0,1.310648972125,1.310648972125
Baseline,IDA3,36,156.19,10.167487609624999,52.5,143.1500707410084,131.5982370973701,2.316736026180216,3.55413459262978e-08,-79.28044665931166,-92.94193047222629,-159.96396582221206,0.0,0.0,1.310648972125,1.310648972125
Baseline,IDA3,37,156.19,8.63063262645,52.5,195.0,109.19559150496917,3.9451479230462,-2.756536315266231e-08,-78.14587080029229,-91.54135740555945,-193.0537868648483,0.0,0.0,1.050140128125,1.050140128125
Baseline,IDA3,38,156.19,8.63063262645,52.5,195.0,109.19558843694217,3.945143461965092,1.5427418839917142e-09,-78.14587080029227,-80.0905518418885,-204.5045924285192,0.0,0.0,1.050140128125,1.050140128125
Baseline,IDA3,39,156.19,6.529683879999999,52.5,195.0,116.70481697429041,3.5656225579232466,-3.1663657029668e-08,-77.15696154182795,-72.30601033134381,-219.6679037277532,0.0,0.0,0.6802175521875,0.6802175521875
Baseline,IDA3,40,156.19,6.529683879999999,52.5,195.0,116.70481733562308,3.565622835612304,2.9314631833088356e-08,-77.15696154182795,-64.40263828022384,-227.57127577887323,0.0,0.0,0.6802175521875,0.6802175521875
Baseline,IDA3,41,156.19,4.3972300639999995,52.5,195.0,114.28107593701854,2.428619230837479,3.2143956163466214e-08,-76.26394246051018,-57.786303702392516,-231.11697154547224,0.0,0.0,0.4787573891875,0.4787573891875
Baseline,IDA3,42,156.19,4.3972300639999995,52.5,195.0,114.28107629708094,2.4286202096755094,-6.7564742689540935e-09,-76.26394245842174,-53.600330089855156,-235.3029451500981,0.0,0.0,0.4787573891875,0.4787573891875
Baseline,IDA3,43,156.19,3.041004712,52.5,195.0,101.4821289708364,1.3578282166454678,2.8681326202928403e-09,-75.73666903607656,-48.73975492679649,-227.30617192722696,0.0,0.0,0.721320053875,0.721320053875
Baseline,IDA3,44,156.19,3.041004712,52.5,195.0,101.48212744362354,1.3578256799535802,-3.22712212508236e-09,-75.73666903392362,-47.63606703383688,-228.40985981233948,0.0,0.0,0.721320053875,0.721320053875
Baseline,IDA3,45,156.19,2.12435266275,52.5,195.0,77.18767865623019,0.5803496169506754,-4.3087161600715654e-10,-75.4071231913551,-43.521311513613036,-208.0346409770319,0.0,0.0,0.847522129625,0.847522129625
Baseline,IDA3,46,156.19,2.12435266275,52.5,195.0,77.18767950264245,0.5803506603968769,-2.893281715182445e-10,-75.40712320519282,-44.621829731075145,-206.93412280573196,0.0,0.0,0.847522129625,0.847522129625
Baseline,IDA3,47,156.19,1.13328811,52.5,195.0,46.19019746781916,0.1017285470103082,-4.704467509997201e-09,-75.00226080052305,-40.85382429162273,-179.78719191435422,0.0,0.0,0.9256747631875002,0.9256747631875002
Baseline,IDA3,48,156.19,1.13328811,52.5,195.0,46.19019606272891,0.10172696437837425,3.017717270514808e-09,-75.00226080052305,-43.18644100020023,-177.45457520577668,0.0,0.0,0.9256747631875002,0.9256747631875002
Low RES,DAM,1,156.17,274.240775,52.5,195.0,25.709855,0.0,0.0,-74.4272491009418,-60.56652229256942,-140.27792396338876,0.0,0.0,1.0309203569,1.0309204
Low RES,DAM,2,156.17,274.240771,52.5,195.0,25.709855,0.0,0.0,-74.42724802825515,-60.774216946800685,-140.07022638184415,0.0,0.0,1.0309203569,1.0309204
Low RES,DAM,3,156.17,267.743115,52.5,195.0,19.16681,0.0,0.0,-74.42724855697276,-59.13849446966493,-135.2536787498373,0.0,0.0,1.076306776475,1.0763068
Low RES,DAM,4,156.17,267.743116,52.5,195.0,19.16681,0.0,0.0,-74.42724883150716,-59.62546557552437,-134.76670836944345,0.0,0.0,1.076306776475,1.0763068
Low RES,DAM,5,156.17,250.94699,52.5,195.0,1.9524846,0.0,0.0,-74.42724768949054,-55.27044884358704,-122.7438037849224,0.0,0.0,1.494510318,1.4945103000000002
Low RES,DAM,6,156.17,250.94699500000002,52.5,195.0,1.9524846,0.0,0.0,-74.42724914689474,-56.24619530964944,-121.76806086145584,0.0,0.0,1.494510318,1.4945103000000002
Low RES,DAM,7,130.24,231.76471600000002,52.5,177.24502,0.0,0.0,0.0,-74.42725041490837,-51.59006614841109,-107.76709558893054,0.0,0.0,2.01969615225,2.0196962
Low RES,DAM,8,130.24,231.764711,52.5,177.24502,0.0,0.0,0.0,-74.42724884659194,-53.29377000013452,-106.06338830552353,0.0,0.0,2.01969615225,2.0196962
Low RES,DAM,9,130.24,221.518062,52.5,167.55111,0.0,0.0,0.0,-74.42724926667266,-51.7947591690229,-96.76300783105442,0.0,0.0,1.46695426675,1.4669543
Low RES,DAM,10,130.24,221.518062,52.5,167.55111,0.0,0.0,0.0,-74.42724926667266,-54.505655878779024,-94.0521111212983,0.0,0.0,1.46695426675,1.4669543
Low RES,DAM,11,130.24,220.75642,52.5,167.23523,0.0,0.0,0.0,-74.42724907966496,-57.38268161871411,-89.96768400307093,0.0,0.0,1.0211947014499998,1.0211947
Low RES,DAM,12,130.24,220.75642,52.5,167.23523,0.0,0.0,0.0,-74.42724907966495,-61.31875562216524,-86.0316099996198,0.0,0.0,1.0211947014499998,1.0211947
Low RES,DAM,13,156.17,226.95375,52.5,136.5,36.875781,0.0,0.0,-74.4272489340643,-68.58549907442317,-85.01897164056255,4.193e-05,4.192999925900837e-05,1.07792771905,1.077927700000741
Low RES,DAM,14,156.17,226.95375,52.5,136.5,36.875781,0.0,0.0,-74.4272489340643,-73.66674413457157,-79.93772658041414,4.193e-05,4.192999925900837e-05,1.07792771905,1.077927700000741
Low RES,DAM,15,156.17,216.21820300000002,52.5,136.5,23.240634,0.0,0.0,-74.42724912473685,-74.94663543216761,-70.82188787897057,3.1889801999999996,3.1889802033071812,0.788589235875,0.7885892366928187
Low RES,DAM,16,156.17,216.21820300000002,52.5,136.5,23.240634,0.0,0.0,-74.42724912473685,-80.0025112035333,-65.76601210760488,3.1889801999999996,3.1889802033071812,0.788589235875,0.7885892366928187
Low RES,DAM,17,130.24,189.17005100000003,52.5,120.66398999999998,0.0,0.0,0.0,-74.42724919833404,-76.1406290247234,-54.608229396467586,15.46709276,15.467092992377609,0.538963859525,0.5389638676223932
Low RES,DAM,18,130.24,189.17005,52.5,120.66398999999998,0.0,0.0,0.0,-74.42724880733513,-80.2250661801149,-50.52379163207497,15.46709276,15.467092992377609,0.538963859525,0.5389638676223932
Low RES,DAM,19,130.24,142.129635,52.5,60.211944,0.0,0.0,0.0,-74.42724868686439,-62.32396798059986,-34.79611031506076,28.922493599999996,28.922493990784165,0.49519838252500004,0.4951983892158369
Low RES,DAM,20,130.24,142.12963500000004,52.5,60.211944,0.0,0.0,0.0,-74.4272486868644,-64.70123461380567,-32.41884368185495,28.922493599999996,28.922493990784165,0.49519838252500004,0.4951983892158369
Low RES,DAM,21,130.24,128.049106,52.5,39.304107,0.0,0.0,0.0,-74.42724891109462,-61.70835623130542,-28.158500509999936,35.97268108,35.97268099821909,0.2723185724,0.2723185717809063
Low RES,DAM,22,130.24,128.04910599999997,52.5,39.304107,0.0,0.0,0.0,-74.42724891109462,-63.16758066552562,-26.69927607577973,35.97268108,35.97268099821909,0.2723185724,0.2723185717809063
Low RES,DAM,23,130.24,123.752358,52.5,32.370029,0.0,0.0,0.0,-74.42724862560308,-63.045804127093334,-25.161634836378582,38.73806559,38.738065999400355,0.14426399907499998,0.1442640005996433
Low RES,DAM,24,130.24,123.75235900000001,52.5,32.370029,0.0,0.0,0.0,-74.42724922602473,-63.68597529181453,-24.521464071235762,38.73806559,38.738065999400355,0.14426399907499998,0.1442640005996433
Low RES,DAM,25,125.3,129.219719,32.288018,58.5,0.0,0.0,0.0,-74.42724886809597,-67.53183932498729,-25.69233238179173,38.269607179999994,38.26960699590475,0.16209439487500002,0.1620943940952479
Low RES,DAM,26,125.3,129.21972,32.288018,58.5,0.0,0.0,0.0,-74.42724944299516,-67.26675730045454,-25.957414831425282,38.269607179999994,38.26960699590475,0.16209439487500002,0.1620943940952479
